tenant_id,company_id,id,province_code,code,name,created_by,created_at,updated_by,updated_at
1000000001,1000000001,23633,ID-AC,ID-BNA,Banda Aceh,0,2019-06-11,,
1000000001,1000000001,23634,ID-AC,ID-BIR,Bireuen,0,2019-06-11,,
1000000001,1000000001,23635,ID-AC,ID-BKJ,Blangkejeren,0,2019-06-11,,
1000000001,1000000001,23636,ID-AC,ID-BPD,Blangpidie,0,2019-06-11,,
1000000001,1000000001,23637,ID-AC,ID-CAG,Calang,0,2019-06-11,,
1000000001,1000000001,23638,ID-AC,ID-JTH,Jantho,0,2019-06-11,,
1000000001,1000000001,23639,ID-AC,ID-KRB,Karang Baru,0,2019-06-11,,
1000000001,1000000001,23640,ID-AC,ID-KTN,Kutacane,0,2019-06-11,,
1000000001,1000000001,23641,ID-AC,ID-LGS,Langsa,0,2019-06-11,,
1000000001,1000000001,23642,ID-AC,ID-LSM,Lhokseumawe,0,2019-06-11,,
1000000001,1000000001,23643,ID-AC,ID-LSK,Lhoksukon,0,2019-06-11,,
1000000001,1000000001,23644,ID-AC,ID-MBO,Meulaboh,0,2019-06-11,,
1000000001,1000000001,23645,ID-AC,ID-MRN,Meureundu,0,2019-06-11,,
1000000001,1000000001,23646,ID-AC,ID-SAB,Sabang,0,2019-06-11,,
1000000001,1000000001,23647,ID-AC,ID-SGI,Sigli,0,2019-06-11,,
1000000001,1000000001,23648,ID-AC,ID-STR,Simpang Tiga Redelong,0,2019-06-11,,
1000000001,1000000001,23649,ID-AC,ID-SNB,Sinabang,0,2019-06-11,,
1000000001,1000000001,23650,ID-AC,ID-SKL,Singkil,0,2019-06-11,,
1000000001,1000000001,23651,ID-AC,ID-SUS,Subulussalam,0,2019-06-11,,
1000000001,1000000001,23652,ID-AC,ID-SKM,Suka Makmue,0,2019-06-11,,
1000000001,1000000001,23653,ID-AC,ID-TKN,Takengon,0,2019-06-11,,
1000000001,1000000001,23654,ID-AC,ID-TTN,Tapak Tuan,0,2019-06-11,,
1000000001,1000000001,23655,ID-BA,ID-BLI,Bangli,0,2019-06-11,,
1000000001,1000000001,23656,ID-BA,ID-DPR,Denpasar,0,2019-06-11,,
1000000001,1000000001,23657,ID-BA,ID-GIN,Gianyar,0,2019-06-11,,
1000000001,1000000001,23658,ID-BA,ID-KRA,Karangasem,0,2019-06-11,,
1000000001,1000000001,23659,ID-BA,ID-MGW,Mengwi,0,2019-06-11,,
1000000001,1000000001,23660,ID-BA,ID-NGA,Negara,0,2019-06-11,,
1000000001,1000000001,23661,ID-BA,ID-SRP,Semarapura,0,2019-06-11,,
1000000001,1000000001,23662,ID-BA,ID-SGR,Singaraja,0,2019-06-11,,
1000000001,1000000001,23663,ID-BA,ID-TAB,Tabanan,0,2019-06-11,,
1000000001,1000000001,23664,ID-BB,ID-KBA,Koba,0,2019-06-11,,
1000000001,1000000001,23665,ID-BB,ID-MGR,Manggar,0,2019-06-11,,
1000000001,1000000001,23666,ID-BB,ID-MTK,Mentok,0,2019-06-11,,
1000000001,1000000001,23667,ID-BB,ID-PGP,Pangkal Pinang,0,2019-06-11,,
1000000001,1000000001,23668,ID-BB,ID-SGL,Sungai Liat,0,2019-06-11,,
1000000001,1000000001,23669,ID-BB,ID-TDN,Tanjung Pandan,0,2019-06-11,,
1000000001,1000000001,23670,ID-BB,ID-TBL,Toboali,0,2019-06-11,,
1000000001,1000000001,23671,ID-BT,ID-CLG,Cilegon,0,2019-06-11,,
1000000001,1000000001,23672,ID-BT,ID-CPT,Ciputat,0,2019-06-11,,
1000000001,1000000001,23673,ID-BT,ID-PDG,Pandeglang,0,2019-06-11,,
1000000001,1000000001,23674,ID-BT,ID-RKB,Rangkas Bitung,0,2019-06-11,,
1000000001,1000000001,23675,ID-BT,ID-SRG,Serang,0,2019-06-11,,
1000000001,1000000001,23676,ID-BT,ID-TNG,Tangerang,0,2019-06-11,,
1000000001,1000000001,23677,ID-BT,ID-TGR,Tigaraksa,0,2019-06-11,,
1000000001,1000000001,23678,ID-BE,ID-AGM,Arga Makmur,0,2019-06-11,,
1000000001,1000000001,23679,ID-BE,ID-BGL,Bengkulu,0,2019-06-11,,
1000000001,1000000001,23680,ID-BE,ID-BHN,Bintuhan,0,2019-06-11,,
1000000001,1000000001,23681,ID-BE,ID-CRP,Curup,0,2019-06-11,,
1000000001,1000000001,23682,ID-BE,ID-KPH,Kapahiang,0,2019-06-11,,
1000000001,1000000001,23683,ID-BE,ID-KRT,Karang Tinggi,0,2019-06-11,,
1000000001,1000000001,23684,ID-BE,ID-MNA,Manna,0,2019-06-11,,
1000000001,1000000001,23685,ID-BE,ID-MKM,Mukomuko,0,2019-06-11,,
1000000001,1000000001,23686,ID-BE,ID-TAS,Tais,0,2019-06-11,,
1000000001,1000000001,23687,ID-BE,ID-TUB,Tubei,0,2019-06-11,,
1000000001,1000000001,23688,ID-GO,ID-GTO,Gorontalo,0,2019-06-11,,
1000000001,1000000001,23689,ID-GO,ID-KWD,Kwandang,0,2019-06-11,,
1000000001,1000000001,23690,ID-GO,ID-MAR,Marisa,0,2019-06-11,,
1000000001,1000000001,23691,ID-GO,ID-SWW,Suwawa,0,2019-06-11,,
1000000001,1000000001,23692,ID-GO,ID-TMT,Tilamuta,0,2019-06-11,,
