tenant_id,company_id,lov_type_code,key_data,val_data,is_disableable,is_active,created_by,created_at,updated_by,updated_at
1234567890,1234567890,ACTY,HIRE,Hire,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ACTY,TERM,Terminate,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ACTY,PROM,Promotion,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ACTY,MUTA,Mutation,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ASTA,ACT,Active,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ASTA,SUS,Suspended,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,ASTA,TMT,Terminated,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BPT,NOP,No Period,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BPT,EJD,Employee's Join Date,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BPT,CLD,Claim Date,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BPT,SPD,Specific Date,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BQT,FA,Fixed Amount,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BQT,BW,Basic Wage,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BLOD,AO,A,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BLOD,BO,B,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BLOD,AB,AB,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BLOD,OO,O,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,BLOD,-,-,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CUSMOD,PBI,PERSON BASIC INFORMATION,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CUSOBJ,PSN,PERSON,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,TXT,Text,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,OPT,Option,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,NUM,Number,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,DATE,Date,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,TIME,Time,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,DATI,Date And Time,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CDTYPE,OBJ,Object,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,CURR,IDR,Indonesian Rupiah,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,ID,Identity,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,FC,Family Card,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,CV,Curriculum Vitae,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,TC,Training Certificate,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,BC,Birth Certificate,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,LD,Letter of Domicile,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,DCTY,OD,Other Document,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,SD,Elementary School,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,SMP,Junior High School,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,SMA,Senior High School,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,SMK,Vocational High School,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,D1,Diploma 1,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,D2,Diploma 2,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,D3,Diploma 3,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,D4,Diploma 4,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,S1,Bachelor,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,S2,Master,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EDUL,S3,Doctor,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EVEL,LOC,Location,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EVEL,UNT,Unit,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EVEL,JOB,Job,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,EVEL,POS,Position,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,FTR,Father,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,MTR,Mother,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,WIF,Wife,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,HUS,Husband,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,SON,Son,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,DAU,Daughter,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,SIS,Sister,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,FAMR,BRO,Brother,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,GNDR,M,Male,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,GNDR,F,Female,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,GNDR,-,-,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LCPT,FY,First of Year,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LCPT,JD,Join Date,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LCTY,F,Full,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LCTY,R,Rollover,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LOOK,LOC,Location,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,UNI,Unit,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,JOB,Job,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,POS,Position,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,GRD,Grade,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,EMSTAT,Employee Status,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LOOK,WKMON,Working Month,FALSE,TRUE,0,'2017-09-27 12:18:07.019564+07',,
1234567890,1234567890,LVEL,EMP,Employee Type,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,LVEL,POS,Position,FALSE,TRUE,0,2018-01-01,,
1234567890,1234567890,MBTY,BPJSKS,BPJS Kesehatan,FALSE,TRUE,0,2018-01-01,,
