tenant_id,company_id,user_id,menu_code,data_access_value,privilege
1234567890,1234567890,1,EMT01,POS2,A
1234567890,1234567890,1,EMT01,POS3,D
1234567890,1234567890,1,GNS02,POS2,A
1234567890,1234567890,1,GNS02,POS3,D
1234567890,1234567890,1,OMS09,%,A
1234567890,1234567890,1,TMS04,%,A
1234567890,1234567890,1,TMS05,%,A
1234567890,1234567890,1,OMS12,%,A
1234567890,1234567890,1,TMS09,%,A
1234567890,1234567890,1,TMS06,%,A
1234567890,1234567890,1,TMS10,%,A
1234567890,1234567890,1,TMS08,%,A
1234567890,1234567890,1,GNS11,%,A
1234567890,1234567890,1,OMS08,%,A
1234567890,1234567890,2,EMT01,POS2,A
1234567890,1234567890,2,EMT01,POS3,D
1234567890,1234567890,2,GNS02,POS2,A
1234567890,1234567890,2,GNS02,POS3,D
1234567890,1234567890,15,OMS09,ADS,D
1234567890,1234567890,15,OMS12,ADS,D
1234567890,1234567890,16,EMT01,POS2,A
1234567890,1234567890,16,EMT01,POS3,D
1234567890,1234567890,16,GNS02,POS2,A
1234567890,1234567890,16,GNS02,POS3,D
1234567890,1234567890,18,EMT01,%,A
1234567890,1234567890,18,GNS02,%,A
1234567890,1234567890,360,EMT01,XPeQ,D
1234567890,1234567890,360,GNS02,XPeQ,D
1234567890,1234567890,361,EMT01,PI65,D
1234567890,1234567890,361,GNS02,PI65,D
1234567890,1234567890,362,EMT01,1O8L,D
1234567890,1234567890,362,GNS02,1O8L,D
1234567890,1234567890,1,PYS04,%,A
1234567890,1234567890,1,BNF01,%,A
1234567890,1234567890,1,BNF02,%,A
1234567890,1234567890,1,BNF03,%,A
1234567890,1234567890,1,BNF01,%,A
1234567890,1234567890,1,BNF02,%,A
1234567890,1234567890,1,BNF03,%,A
