tenant_id,company_id,id,province_code,code,name,created_by,created_at,updated_by,updated_at
12345,12345,19,ID-AC,ID-BNA,Banda Aceh,0,2018-01-01,,
12345,12345,20,ID-AC,ID-BIR,Bireuen,0,2018-01-01,,
12345,12345,21,ID-AC,ID-BKJ,Blangkejeren,0,2018-01-01,,
12345,12345,22,ID-AC,ID-BPD,Blangpidie,0,2018-01-01,,
12345,12345,23,ID-AC,ID-CAG,Calang,0,2018-01-01,,
12345,12345,24,ID-AC,ID-JTH,Jantho,0,2018-01-01,,
12345,12345,25,ID-AC,ID-KRB,Karang Baru,0,2018-01-01,,
12345,12345,26,ID-AC,ID-KTN,Kutacane,0,2018-01-01,,
12345,12345,27,ID-AC,ID-LGS,Langsa,0,2018-01-01,,
12345,12345,28,ID-AC,ID-LSM,Lhokseumawe,0,2018-01-01,,
12345,12345,29,ID-AC,ID-LSK,Lhoksukon,0,2018-01-01,,
12345,12345,30,ID-AC,ID-MBO,Meulaboh,0,2018-01-01,,
12345,12345,31,ID-AC,ID-MRN,Meureundu,0,2018-01-01,,
12345,12345,32,ID-AC,ID-SAB,Sabang,0,2018-01-01,,
12345,12345,33,ID-AC,ID-SGI,Sigli,0,2018-01-01,,
12345,12345,34,ID-AC,ID-STR,Simpang Tiga Redelong,0,2018-01-01,,
12345,12345,35,ID-AC,ID-SNB,Sinabang,0,2018-01-01,,
12345,12345,36,ID-AC,ID-SKL,Singkil,0,2018-01-01,,
12345,12345,37,ID-AC,ID-SUS,Subulussalam,0,2018-01-01,,
12345,12345,38,ID-AC,ID-SKM,Suka Makmue,0,2018-01-01,,
12345,12345,39,ID-AC,ID-TKN,Takengon,0,2018-01-01,,
12345,12345,40,ID-AC,ID-TTN,Tapak Tuan,0,2018-01-01,,
12345,12345,41,ID-BA,ID-BLI,Bangli,0,2018-01-01,,
12345,12345,42,ID-BA,ID-DPR,Denpasar,0,2018-01-01,,
12345,12345,43,ID-BA,ID-GIN,Gianyar,0,2018-01-01,,
12345,12345,44,ID-BA,ID-KRA,Karangasem,0,2018-01-01,,
12345,12345,45,ID-BA,ID-MGW,Mengwi,0,2018-01-01,,
12345,12345,46,ID-BA,ID-NGA,Negara,0,2018-01-01,,
12345,12345,47,ID-BA,ID-SRP,Semarapura,0,2018-01-01,,
12345,12345,48,ID-BA,ID-SGR,Singaraja,0,2018-01-01,,
12345,12345,49,ID-BA,ID-TAB,Tabanan,0,2018-01-01,,
12345,12345,50,ID-BB,ID-KBA,Koba,0,2018-01-01,,
12345,12345,51,ID-BB,ID-MGR,Manggar,0,2018-01-01,,
12345,12345,52,ID-BB,ID-MTK,Mentok,0,2018-01-01,,
12345,12345,53,ID-BB,ID-PGP,Pangkal Pinang,0,2018-01-01,,
12345,12345,54,ID-BB,ID-SGL,Sungai Liat,0,2018-01-01,,
12345,12345,55,ID-BB,ID-TDN,Tanjung Pandan,0,2018-01-01,,
12345,12345,56,ID-BB,ID-TBL,Toboali,0,2018-01-01,,
12345,12345,57,ID-BT,ID-CLG,Cilegon,0,2018-01-01,,
12345,12345,58,ID-BT,ID-CPT,Ciputat,0,2018-01-01,,
12345,12345,59,ID-BT,ID-PDG,Pandeglang,0,2018-01-01,,
12345,12345,60,ID-BT,ID-RKB,Rangkas Bitung,0,2018-01-01,,
12345,12345,61,ID-BT,ID-SRG,Serang,0,2018-01-01,,
12345,12345,62,ID-BT,ID-TNG,Tangerang,0,2018-01-01,,
12345,12345,63,ID-BT,ID-TGR,Tigaraksa,0,2018-01-01,,
12345,12345,64,ID-BE,ID-AGM,Arga Makmur,0,2018-01-01,,
12345,12345,65,ID-BE,ID-BGL,Bengkulu,0,2018-01-01,,
12345,12345,66,ID-BE,ID-BHN,Bintuhan,0,2018-01-01,,
12345,12345,67,ID-BE,ID-CRP,Curup,0,2018-01-01,,
12345,12345,68,ID-BE,ID-KPH,Kapahiang,0,2018-01-01,,
12345,12345,69,ID-BE,ID-KRT,Karang Tinggi,0,2018-01-01,,
12345,12345,70,ID-BE,ID-MNA,Manna,0,2018-01-01,,
12345,12345,71,ID-BE,ID-MKM,Mukomuko,0,2018-01-01,,
12345,12345,72,ID-BE,ID-TAS,Tais,0,2018-01-01,,
12345,12345,73,ID-BE,ID-TUB,Tubei,0,2018-01-01,,
12345,12345,74,ID-GO,ID-GTO,Gorontalo,0,2018-01-01,,
12345,12345,75,ID-GO,ID-KWD,Kwandang,0,2018-01-01,,
12345,12345,76,ID-GO,ID-MAR,Marisa,0,2018-01-01,,
12345,12345,77,ID-GO,ID-SWW,Suwawa,0,2018-01-01,,
12345,12345,78,ID-GO,ID-TMT,Tilamuta,0,2018-01-01,,
12345,12345,79,ID-JA,ID-BKO,Bangko,0,2018-01-01,,
12345,12345,80,ID-JA,ID-JMB,Jambi,0,2018-01-01,,
12345,12345,81,ID-JA,ID-KLT,Kuala Tungkal,0,2018-01-01,,
12345,12345,82,ID-JA,ID-MBN,Muara Bulian,0,2018-01-01,,
12345,12345,83,ID-JA,ID-MRB,Muara Bungo,0,2018-01-01,,
12345,12345,84,ID-JA,ID-MSK,Muara Sabak,0,2018-01-01,,
12345,12345,85,ID-JA,ID-MRT,Muara Tebo,0,2018-01-01,,
12345,12345,86,ID-JA,ID-SRL,Sarolangun,0,2018-01-01,,
12345,12345,87,ID-JA,ID-SNT,Sengeti,0,2018-01-01,,
12345,12345,88,ID-JA,ID-SPN,Sungai Penuh,0,2018-01-01,,
12345,12345,89,ID-JB,ID-BDG,Bandung,0,2018-01-01,,
12345,12345,90,ID-JB,ID-BJR,Banjar,0,2018-01-01,,
12345,12345,91,ID-JB,ID-BKS,Bekasi,0,2018-01-01,,
12345,12345,92,ID-JB,ID-BGR,Bogor,0,2018-01-01,,
12345,12345,93,ID-JB,ID-CMS,Ciamis,0,2018-01-01,,
12345,12345,94,ID-JB,ID-CJR,Cianjur,0,2018-01-01,,
12345,12345,95,ID-JB,ID-CBI,Cibinong,0,2018-01-01,,
12345,12345,96,ID-JB,ID-CKR,Cikarang,0,2018-01-01,,
12345,12345,97,ID-JB,ID-CMH,Cimahi,0,2018-01-01,,
12345,12345,98,ID-JB,ID-CBN,Cirebon,0,2018-01-01,,
12345,12345,99,ID-JB,ID-DPK,Depok,0,2018-01-01,,
12345,12345,100,ID-JB,ID-GRT,Garut,0,2018-01-01,,
12345,12345,101,ID-JB,ID-IDM,Indramayu,0,2018-01-01,,
12345,12345,102,ID-JB,ID-KWG,Karawang,0,2018-01-01,,
12345,12345,103,ID-JB,ID-KNG,Kuningan,0,2018-01-01,,
12345,12345,104,ID-JB,ID-MJL,Majalengka,0,2018-01-01,,
12345,12345,105,ID-JB,ID-NPH,Ngamprah,0,2018-01-01,,
12345,12345,106,ID-JB,ID-PWK,Purwakarta,0,2018-01-01,,
12345,12345,107,ID-JB,ID-SPA,Singaparna,0,2018-01-01,,
12345,12345,108,ID-JB,ID-SOR,Soreang,0,2018-01-01,,
12345,12345,109,ID-JB,ID-SNG,Subang,0,2018-01-01,,
12345,12345,110,ID-JB,ID-SKB,Sukabumi,0,2018-01-01,,
12345,12345,111,ID-JB,ID-SBR,Sumber,0,2018-01-01,,
12345,12345,112,ID-JB,ID-SMD,Sumedang,0,2018-01-01,,
12345,12345,113,ID-JB,ID-TSM,Tasikmalaya,0,2018-01-01,,
12345,12345,114,ID-JT,ID-BNR,Banjarnegara,0,2018-01-01,,
12345,12345,115,ID-JT,ID-BTG,Batang,0,2018-01-01,,
12345,12345,116,ID-JT,ID-BLA,Blora,0,2018-01-01,,
12345,12345,117,ID-JT,ID-BYL,Boyolali,0,2018-01-01,,
12345,12345,118,ID-JT,ID-BBS,Brebes,0,2018-01-01,,
12345,12345,119,ID-JT,ID-CLP,Cilacap,0,2018-01-01,,
12345,12345,120,ID-JT,ID-DMK,Demak,0,2018-01-01,,
12345,12345,121,ID-JT,ID-JPA,Jepara,0,2018-01-01,,
12345,12345,122,ID-JT,ID-KJN,Kajen,0,2018-01-01,,
12345,12345,123,ID-JT,ID-KRG,Karanganyar,0,2018-01-01,,
12345,12345,124,ID-JT,ID-KBM,Kebumen,0,2018-01-01,,
