tenant_id,company_id,user_id,menu_code,data_access_value,privilege
1234567890,1234567890,1,EMT01,%,A
1234567890,1234567890,1,GNS02,%,A
1234567890,1234567890,1,OMS09,%,A
1234567890,1234567890,1,TMS04,%,A
1234567890,1234567890,1,TMS05,%,A
1234567890,1234567890,1,OMS12,%,A
1234567890,1234567890,1,TMS09,%,A
1234567890,1234567890,1,TMS06,%,A
1234567890,1234567890,1,TMS10,%,A
1234567890,1234567890,1,TMS08,%,A
1234567890,1234567890,1,GNS11,%,A
1234567890,1234567890,1,OMS08,%,A
1234567890,1234567890,2,EMT01,%,A
1234567890,1234567890,2,GNS02,%,A
1234567890,1234567890,15,OMS09,%,D
1234567890,1234567890,15,OMS12,%,D
1234567890,1234567890,16,EMT01,%,A
1234567890,1234567890,16,GNS02,%,A
1234567890,1234567890,18,EMT01,%,A
1234567890,1234567890,18,EMT01,JOB5,D
1234567890,1234567890,18,GNS02,%,A
1234567890,1234567890,360,EMT01,UJht,A
1234567890,1234567890,360,GNS02,UJht,A
1234567890,1234567890,361,EMT01,jLsO,A
1234567890,1234567890,361,GNS02,jLsO,A
1234567890,1234567890,362,EMT01,8ksX,A
1234567890,1234567890,362,GNS02,8ksX,A
1234567890,1234567890,1,PYS04,%,A
1234567890,1234567890,1,BNF01,%,A
1234567890,1234567890,1,BNF02,%,A
1234567890,1234567890,1,BNF03,%,A
1234567890,1234567890,1,BNF01,%,A
1234567890,1234567890,1,BNF02,%,A
1234567890,1234567890,1,BNF03,%,A
1735757575,1735757575,170,EMT01,%,A
1735757575,1735757575,170,GNS02,%,A
1735757575,1735757575,170,OMS09,%,A
1735757575,1735757575,170,TMS04,%,A
1735757575,1735757575,170,TMS05,%,A
1735757575,1735757575,170,OMS12,%,A
1735757575,1735757575,170,TMS09,%,A
1735757575,1735757575,170,TMS06,%,A
1735757575,1735757575,170,TMS10,%,A
1735757575,1735757575,170,TMS08,%,A
1735757575,1735757575,170,GNS11,%,A
1735757575,1735757575,170,OMS08,%,A
1735757575,1735757575,2,EMT01,%,A
1735757575,1735757575,2,GNS02,%,A
1735757575,1735757575,15,OMS09,%,D
1735757575,1735757575,15,OMS12,%,D
1735757575,1735757575,16,EMT01,%,A
1735757575,1735757575,16,GNS02,%,A
1735757575,1735757575,18,EMT01,%,A
1735757575,1735757575,18,EMT01,JOB5,D
1735757575,1735757575,18,GNS02,%,A
1735757575,1735757575,360,EMT01,UJht,A
1735757575,1735757575,360,GNS02,UJht,A
1735757575,1735757575,361,EMT01,jLsO,A
1735757575,1735757575,361,GNS02,jLsO,A
1735757575,1735757575,362,EMT01,8ksX,A
1735757575,1735757575,362,GNS02,8ksX,A
1735757575,1735757575,170,PYS04,%,A
1735757575,1735757575,170,BNF01,%,A
1735757575,1735757575,170,BNF02,%,A
1735757575,1735757575,170,BNF03,%,A
1735757575,1735757575,170,BNF01,%,A
1735757575,1735757575,170,BNF02,%,A
1735757575,1735757575,170,BNF03,%,A
1113223891,1000000000,171,OMS08,%,A
1113223891,1113223891,171,OMS08,%,A
