tenant_id,company_id,id,country_code,code,name,created_by,created_at,updated_by,updated_at
1325836972,1325836972,410,ID,ID-AC,Aceh,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,411,ID,ID-BA,Bali,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,412,ID,ID-BB,Bangka-Belitung Islands,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,413,ID,ID-BT,Banten,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,414,ID,ID-BE,Bengkulu,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,415,ID,ID-GO,Gorontalo,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,416,ID,ID-JA,Jambi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,417,ID,ID-JB,West Java,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,418,ID,ID-JT,Central Java,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,419,ID,ID-JI,East Java,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,420,ID,ID-KB,West Kalimantan,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,421,ID,ID-KS,South Kalimantan,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,422,ID,ID-KT,Central Kalimantan,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,423,ID,ID-KI,East Kalimantan,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,424,ID,ID-KU,North Kalimantan,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,425,ID,ID-KR,Riau Islands,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,426,ID,ID-LA,Lampung,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,427,ID,ID-MA,Maluku,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,428,ID,ID-MU,North Maluku,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,429,ID,ID-NB,West Nusa Tenggara,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,430,ID,ID-NT,East Nusa Tenggara,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,431,ID,ID-PA,Papua,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,432,ID,ID-PB,West Papua,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,433,ID,ID-RI,Riau,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,434,ID,ID-SR,West Sulawesi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,435,ID,ID-SN,South Sulawesi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,436,ID,ID-ST,Central Sulawesi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,437,ID,ID-SG,Southeast Sulawesi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,438,ID,ID-SA,North Sulawesi,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,439,ID,ID-SB,West Sumatra,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,440,ID,ID-SS,South Sumatra,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,441,ID,ID-SU,North Sumatra,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,442,ID,ID-JK,Jakarta,0,2018-01-01 00:00:00+00,,
1325836972,1325836972,443,ID,ID-YO,Yogyakarta,0,2018-01-01 00:00:00+00,,
