tenant_id,company_id,user_id,menu_code,data_access_value,privilege
1000000000,,1,EMT01,%,A
1000000000,,1,GNS02,%,A
1000000000,,1,OMS09,%,A
1000000000,,1,TMS04,%,A
1000000000,,1,TMS05,%,A
1000000000,,1,OMS12,%,A
1000000000,,1,TMS09,%,A
1000000000,,1,TMS06,%,A
1000000000,,1,TMS10,%,A
1000000000,,1,TMS08,%,A
1000000000,,1,GNS11,%,A
1000000000,,1,OMS08,%,A
1000000000,,1,PYS04,%,A
1000000000,1700000000,1,BNF01,%,A
1000000000,1700000000,1,BNF02,%,A
1000000000,1700000000,1,BNF03,%,A
1000000000,1700000000,1,BNF06,%,A
1000000000,1700000000,1,TRV02,%,A
1000000000,1700000000,1,TRV04,%,A
1000000000,1700000000,1,GOL03,%,A
