tenant_id,company_id,eff_begin,eff_end,code,description,is_head,created_by,created_at,updated_by,updated_at,unit_code,job_code,name,id
1000000000,1700000000,2018-09-12,9999-12-31,AAP,desc,t,1,2018-09-12 08:52:28+00,,,ANDEV,DEVSTAFF,AAPosition,
1000000000,1700000000,2018-01-01,9999-12-31,ba,busniess analyst,f,1,2018-07-06 03:11:48+00,,,BC-ET,ADMS,busniess analyst,400
1000000000,1700000000,2018-06-05,9999-12-31,GM-HR,Human Resources General Manager,f,1,2018-06-05 00:00:00+00,,,HRGM,HRDEPT,GM-HR,347
1000000000,1700000000,2018-06-05,9999-12-31,SPV-LEGAL,Legal Supervisor,f,1,2018-06-05 00:00:00+00,,,LS,LEGAL,SPV-LEGAL,374
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-BES,Branding and Event Staff,f,1,2018-06-05 00:00:00+00,,,BES,MKT-COM,STAFF-BES,375
1000000000,1700000000,2018-06-05,9999-12-31,MGR-BPPM,Business Process and Procurement Manager,f,1,2018-06-05 00:00:00+00,,,BPPM,BUSPROC-PROCURE,MGR-BPPM,376
1000000000,1700000000,2018-06-05,9999-12-31,SPV-CMPS,Channel Marketing Partnership Supervisor,f,1,2018-06-05 00:00:00+00,,,CMPS,MKT-COM,SPV-CMPS,377
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-DAS,Data Analyst Staff,f,1,2018-06-05 00:00:00+00,,,DAS,IT-BUS,STAFF-DAS,378
1000000000,1700000000,2018-06-05,9999-12-31,GM-FAGM,Finance & Accounting General Manager,f,1,2018-06-05 00:00:00+00,,,FAGM,FIN-ACC,GM-FAGM,379
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-FASS,Finance & Accounting Senior Staff,f,1,2018-06-05 00:00:00+00,,,FASS,FIN-ACC,STAFF-FASS,380
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-FAS,Finance & Accounting Staff,f,1,2018-06-05 00:00:00+00,,,FAS,FIN-ACC,STAFF-FAS,381
1000000000,1700000000,2018-06-05,9999-12-31,MGR-FAM,Finance & Accouting Manager,f,1,2018-06-05 00:00:00+00,,,FAM,FIN-ACC,MGR-FAM,382
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-GAHDS,General Affairs Help Desk Staff,f,1,2018-06-05 00:00:00+00,,,GAHDS,HROGA,STAFF-GAHDS,383
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-HRGA,Human Resources & General Affairs Staff,f,1,2018-06-05 00:00:00+00,,,HRGA,HRDEPT,STAFF-HRGA,384
1000000000,1700000000,2018-06-05,9999-12-31,MGR-HROGA,Human Resources Operations and General Affairs Manager,f,1,2018-06-05 00:00:00+00,,,HROGM,HRDEPT,MGR-HROGA,385
1000000000,1700000000,2018-06-05,9999-12-31,MGR-HRS,Human Resources Services Manager,f,1,2018-06-05 00:00:00+00,,,HRSM,HRS,MGR-HRS,386
1000000000,1700000000,2018-06-05,9999-12-31,MGR-LEGAL,Legal Manager,f,1,2018-06-05 00:00:00+00,,,LM,LEGAL,MGR-LEGAL,387
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-LEGAL,Legal Staff,f,1,2018-06-05 00:00:00+00,,,LSU,LEGAL,STAFF-LEGAL,388
1000000000,1700000000,2018-06-05,9999-12-31,GM-MG,Marketing General Manager,f,1,2018-06-05 00:00:00+00,,,MGM,MKT-COM,GM-MG,389
1000000000,1700000000,2018-06-05,9999-12-31,MGR-MO,Marketing Operations Manager,f,1,2018-06-05 00:00:00+00,,,MOM,MKT-COM,MGR-MO,390
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-MD,MD ADMIN,f,1,2018-06-05 00:00:00+00,,,MDA,GLB,STAFF-MD,391
1000000000,1700000000,2018-06-05,9999-12-31,SPV-PHS,Payroll & HRIS Senior Supervisor,f,1,2018-06-05 00:00:00+00,,,PHSS,HRS,SPV-PHS,392
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-PS,Purchasing Staff,f,1,2018-06-05 00:00:00+00,,,PS,BUSPROC-PROCURE,STAFF-PS,393
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-RS,Reception Staff,f,1,2018-06-05 00:00:00+00,,,RS,HROGA,STAFF-RS,394
1000000000,1700000000,2018-06-05,9999-12-31,STAFF-SOES,SEO/SEM Specialist Staff,f,1,2018-06-05 00:00:00+00,,,SOESS,IT-BUS,STAFF-SOES,395
1000000000,1700000000,2018-05-28,9999-12-31,STAFFHR,STAFF HR,f,1,2018-05-28 06:38:03+00,1,2018-06-20 07:08:55+00,HRDEPT,HRSTAFF,STAFF HR,396
1000000000,1700000000,2018-01-01,9999-12-31,STAFF,STAFF HR,t,1,2018-06-22 08:00:08+00,,,HRD,HRSTAFF,STAFF,397
1000000000,1700000000,2018-06-22,9999-12-31,STAFFLGL,STAFF LEGAL,f,1,2018-06-22 08:12:12+00,,,HRD,LS,STAFF LEGAL,398
1000000000,1700000000,2016-01-01,9999-12-31,JVD,Java Developer,f,1,2018-03-23 00:33:47+00,1,2018-06-28 04:30:11+00,RND,DVP,Java Developer,399
